hunt_code,hunt_name,species,sex_type,weapon,hunt_type,season,source_presence,hanumber_res,hanumber_nr,hanumber_total,hunttable_res,hunttable_nr,hunttable_total,utahdraws_res,utahdraws_nr,utahdraws_total,buck_deer_res,buck_deer_nr,buck_deer_total,database_res_reference,database_nr_reference,database_total_reference,recommended_res,recommended_nr,recommended_total,winner_source,confidence,source_support_count,conflicting_sources,database_alignment,recommended_action,decision_reason,hanumber_status,hunttable_status,utahdraws_status,buck_deer_status,database_status,split_bucket,matching_non_database_sources,matching_source_count,matching_res,matching_nr,matching_total,split_review_note,remaining_unresolved_bucket,remaining_review_required,resolution_status,resolved_res,resolved_nr,resolved_total,resolved_matching_sources,resolved_matching_source_count,resolved_source_rule
EB3064,Fishlake/Thousand Lakes,Elk,Bull,Any Legal Weapon,Limited Entry,Oct 03 2026 - Oct 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,99,11,110,99,11,110,96,9,105,,,,99,11,110,99,11,110,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,99,11,110,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,99,11,110,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
EB3065,Fishlake/Thousand Lakes,Elk,Bull,Any Legal Weapon,Limited Entry,Nov 07 2026 - Nov 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,57,6,63,57,6,63,55,6,61,,,,57,6,63,57,6,63,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,57,6,63,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,57,6,63,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
EB3066,San Juan Bull Elk,Elk,Bull,Any Legal Weapon,Limited Entry,Sept 16 2026 - Sept 20 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,12,1,13,12,1,13,11,1,12,,,,12,1,13,12,1,13,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,12,1,13,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,12,1,13,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
EB3068,Diamond Mtn,Elk,Bull,Any Legal Weapon,Limited Entry,Sept 16 2026 - Sept 20 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,10,1,11,10,1,11,9,1,10,,,,10,1,11,10,1,11,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,10,1,11,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,10,1,11,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
EB3069,Diamond Mtn,Elk,Bull,Any Legal Weapon,Limited Entry,Oct 03 2026 - Oct 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,30,3,33,30,3,33,30,2,32,,,,30,3,33,30,3,33,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,30,3,33,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,30,3,33,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
EB3072,Wasatch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry,Sept 16 2026 - Sept 20 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,54,6,60,54,6,60,52,5,57,,,,54,6,60,54,6,60,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,54,6,60,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,54,6,60,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
EB3073,Wasatch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry,Nov 07 2026 - Nov 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,89,10,99,89,10,99,87,9,96,,,,89,10,99,89,10,99,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,89,10,99,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,89,10,99,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
EB3084,Manti,Elk,Bull,Muzzleloader,Limited Entry,Sept 21 2026 - Oct 02 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,89,10,99,89,10,99,87,9,96,,,,89,10,99,89,10,99,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,89,10,99,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,89,10,99,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
EB3096,Fishlake/Thousand Lakes,Elk,Bull,Muzzleloader,Limited Entry,Sept 21 2026 - Oct 02 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,50,6,56,50,6,56,49,6,55,,,,50,6,56,50,6,56,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,50,6,56,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,50,6,56,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
EB3100,Wasatch Mtns,Elk,Bull,Muzzleloader,Limited Entry,Sept 21 2026 - Oct 02 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,78,9,87,78,9,87,76,7,83,,,,78,9,87,78,9,87,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,78,9,87,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,78,9,87,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
EB3124,Wasatch Mtns,Elk,Bull,Multiseason,Limited Entry,"Arch: Aug 15-Sept 15, 2026 | Muzz: Sept 21-Oct 2, 2026 | ALW: Sept 16-20, 2026 & Oct 3-15, 2026 & Nov 7-15, 2026",HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,15,2,17,15,2,17,14,2,16,,,,15,2,17,15,2,17,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,15,2,17,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,15,2,17,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
EB3126,Manti,Elk,Bull,Any Legal Weapon,Limited Entry,Oct 03 2026 - Oct 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,175,20,195,175,20,195,172,18,190,,,,175,20,195,175,20,195,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,175,20,195,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,175,20,195,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
EB3127,Wasatch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry,Oct 03 2026 - Oct 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,155,17,172,155,17,172,152,16,168,,,,155,17,172,155,17,172,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,155,17,172,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,155,17,172,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
EB3145,Boulder,Elk,Bull,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,31,4,35,31,4,35,31,3,34,,,,31,4,35,31,4,35,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,31,4,35,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,31,4,35,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
EB3146,"Southwest Desert, South",Elk,Bull,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,39,4,43,39,4,43,39,3,42,,,,39,4,43,39,4,43,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,39,4,43,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,39,4,43,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
EB3148,Boulder,Elk,Bull,Any Legal Weapon,Limited Entry,Sept 16 2026 - Sept 20 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,13,1,14,13,1,14,12,1,13,,,,13,1,14,13,1,14,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,13,1,14,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,13,1,14,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
EB3149,"Southwest Desert, South",Elk,Bull,Any Legal Weapon,Limited Entry,Sept 16 2026 - Sept 20 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,16,2,18,16,2,18,15,2,17,,,,16,2,18,16,2,18,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,16,2,18,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,16,2,18,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
EB3152,"Southwest Desert, South",Elk,Bull,Any Legal Weapon,Limited Entry,Nov 07 2026 - Nov 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,26,3,29,26,3,29,25,3,28,,,,26,3,29,26,3,29,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,26,3,29,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,26,3,29,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
EB3158,"Beaver, East",Elk,Bull,Archery,Limited Entry,Nov 28 2026 - Dec 13 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,18,2,20,18,2,20,17,2,19,,,,18,2,20,18,2,20,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,18,2,20,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,18,2,20,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
EB3159,"Beaver, East",Elk,Bull,Any Legal Weapon,Limited Entry,Oct 03 2026 - Oct 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,27,3,30,27,3,30,26,3,29,,,,27,3,30,27,3,30,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,27,3,30,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,27,3,30,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
EB3160,"Book Cliffs, Bitter Creek/East",Elk,Bull,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,22,2,24,22,2,24,21,2,23,,,,22,2,24,22,2,24,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,22,2,24,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,22,2,24,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
EB3163,"Book Cliffs, Bitter Creek/East",Elk,Bull,Any Legal Weapon,Limited Entry,Nov 07 2026 - Nov 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,14,2,16,14,2,16,13,2,15,,,,14,2,16,14,2,16,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,14,2,16,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,14,2,16,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
EB3164,"Book Cliffs, Bitter Creek/East",Elk,Bull,Any Legal Weapon,Limited Entry,Oct 03 2026 - Oct 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,25,3,28,25,3,28,25,2,27,,,,25,3,28,25,3,28,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,25,3,28,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,25,3,28,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
EB3173,Nebo/San Pitch Mtns,Elk,Bull,Archery,Limited Entry,Aug 15 2026 - Sept 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,29,3,32,29,3,32,28,3,31,,,,29,3,32,29,3,32,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,29,3,32,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,29,3,32,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
EB3175,Nebo/San Pitch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry,Sept 16 2026 - Sept 20 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,12,1,13,12,1,13,11,1,12,,,,12,1,13,12,1,13,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,12,1,13,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,12,1,13,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
EB3177,Nebo/San Pitch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry,Oct 03 2026 - Oct 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,34,4,38,34,4,38,33,4,37,,,,34,4,38,34,4,38,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,34,4,38,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,34,4,38,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
EB3183,La Sal Mtns,Elk,Bull,Any Legal Weapon,Limited Entry,Oct 03 2026 - Oct 15 2026,HANUMBER|HUNTTABLE|UTAHDRAWS|DATABASE,42,5,47,42,5,47,41,4,45,,,,42,5,47,42,5,47,HANUMBER,REVIEW_SOURCE_CONFLICT,2,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,REVIEW_BEFORE_PROMOTION,"hanumber selected by precedence, but conflicts with: utahdraws.",OK,LIVE_AND_DATABASE,SOURCE_AND_DATABASE,,LIVE_DWR_RES_NR_SPLIT,true_source_conflicts,HANUMBER|HUNTTABLE,2,42,5,47,Non-database sources conflict and fewer than three current sources match.,true_source_conflicts,false,RESOLVED_BY_HANUMBER_HUNTTABLE_DATABASE_EXACT_MATCH,42,5,47,HANUMBER|HUNTTABLE|DATABASE,3,"HaNumber current DWR value, HuntTable current DWR value, and DATABASE reference match exactly; conflicting source remains audit evidence but row is moved out of unresolved current-permit review."
