hunt_code,hunt_name,species,residency,hunt_class,modeled_draw_probability,harvest_success_pct,permits_2026_total,sleeper_score,sleeper_reasons,data_limitations
BR7014,San Juan,Black Bear,Resident,,15.1,33,38,4,better odds than peer median; harvest success above peer median; permit count at or above peer median; not an obvious marquee hunt name,
BR7204,Manti South/San Rafael North,Black Bear,Resident,,5.7,53,20,4,better odds than peer median; harvest success above peer median; permit count at or above peer median; not an obvious marquee hunt name,
BR7304,Manti South/San Rafael North,Black Bear,Resident,,6.4,47,20,4,better odds than peer median; harvest success above peer median; permit count at or above peer median; not an obvious marquee hunt name,
BR7316,Wasatch Mtns West-Central,Black Bear,Resident,,5.4,53,15,4,better odds than peer median; harvest success above peer median; permit count at or above peer median; not an obvious marquee hunt name,
DA1001,"Box Elder, West Bear River",Deer,Resident,Antlerless,100,22.7,30,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DA1002,"Box Elder, West Bear River",Deer,Resident,Antlerless,67.7,17.6,30,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DA1009,"Pine Valley, Enterprise",Deer,Nonresident,Antlerless,0,100,25,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DA1009,"Pine Valley, Enterprise",Deer,Resident,Antlerless,0,100,25,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DA1012,Junction Valley CWMU,Deer,Resident,CWMU,12.8,100,15,5,better odds than peer median; harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DA1027,"East Canyon, Davis-North Salt Lake",Deer,Nonresident,Antlerless,0,70.4,30,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DA1027,"East Canyon, Davis-North Salt Lake",Deer,Resident,Antlerless,0,70.4,30,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DA1030,"Nine Mile, Price River Valley",Deer,Resident,Antlerless,74.5,14.3,25,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DA1041,"Nine Mile, Green River Valley",Deer,Resident,Antlerless,6.1,60,15,4,better odds than peer median; harvest success above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DA1046,"Nine Mile, Price River Valley",Deer,Resident,Antlerless,71.3,50,25,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DA1047,Vernal-Ouray Valley,Deer,Resident,Antlerless,6.9,26.7,25,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DA1049,"Vernal, Ashley Valley",Deer,Nonresident,Antlerless,62.5,33.3,35,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DA1049,"Vernal, Ashley Valley",Deer,Resident,Antlerless,100,33.3,35,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1014,"San Juan, Elk Ridge",Deer,Resident,Limited Entry,0.2,100,17,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1015,Diamond Mtn,Deer,Resident,Limited Entry,0,86.4,24,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1019,"Fillmore, Oak Creek LE",Deer,Resident,Limited Entry,0.2,95,37,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1020,Dolores Triangle,Deer,Resident,Limited Entry,0.2,100,15,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1022,"San Juan, Elk Ridge",Deer,Nonresident,Limited Entry,0.1,88.9,47,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1022,"San Juan, Elk Ridge",Deer,Resident,Limited Entry,0.8,88.9,47,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1023,Diamond Mtn,Deer,Resident,Limited Entry,0.9,96.9,68,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1024,"West Desert, Vernon",Deer,Nonresident,Limited Entry,0.3,85.4,144,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1024,"West Desert, Vernon",Deer,Resident,Limited Entry,1.7,85.4,144,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1037,"San Juan, Elk Ridge",Deer,Nonresident,Limited Entry,0.2,87.5,17,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1037,"San Juan, Elk Ridge",Deer,Resident,Limited Entry,0.4,87.5,17,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1038,Diamond Mtn,Deer,Resident,Limited Entry,0,91.3,24,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1042,"West Desert, Vernon",Deer,Nonresident,Limited Entry,0.3,88,51,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1042,"West Desert, Vernon",Deer,Resident,Limited Entry,1.5,88,51,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1201,Alton - Management Buck CWMU,Deer,Nonresident,CWMU,0,100,1,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1203,Avintaquin Canyon CWMU,Deer,Nonresident,CWMU,0,100,1,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1203,Avintaquin Canyon CWMU,Deer,Resident,CWMU,95,100,1,4,better odds than peer median; harvest success above peer median; permit count at or above peer median; not an obvious marquee hunt name,
DB1206,Bear Mountain CWMU,Deer,Nonresident,CWMU,0,100,1,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1206,Bear Mountain CWMU,Deer,Resident,CWMU,10.8,100,1,4,better odds than peer median; harvest success above peer median; permit count at or above peer median; not an obvious marquee hunt name,
DB1208,Blackhawk CWMU,Deer,Nonresident,CWMU,0,100,2,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1211,Blue Spring Hills CWMU,Deer,Nonresident,CWMU,0,100,1,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1211,Blue Spring Hills CWMU,Deer,Resident,CWMU,25.9,100,1,4,better odds than peer median; harvest success above peer median; permit count at or above peer median; not an obvious marquee hunt name,
DB1212,Bluebell CWMU,Deer,Nonresident,CWMU,0,100,1,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1212,Bluebell CWMU,Deer,Resident,CWMU,17.7,100,1,4,better odds than peer median; harvest success above peer median; permit count at or above peer median; not an obvious marquee hunt name,
DB1216,Castle Valley Outdoors CWMU,Deer,Nonresident,CWMU,0,100,1,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1216,Castle Valley Outdoors CWMU,Deer,Resident,CWMU,38.2,100,1,4,better odds than peer median; harvest success above peer median; permit count at or above peer median; not an obvious marquee hunt name,
DB1217,Causey Spring CWMU,Deer,Nonresident,CWMU,0,92.3,1,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1217,Causey Spring CWMU,Deer,Resident,CWMU,8,92.3,1,4,better odds than peer median; harvest success above peer median; permit count at or above peer median; not an obvious marquee hunt name,
DB1222,Coldwater Ranch CWMU,Deer,Nonresident,CWMU,0,100,2,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1227,Deer Haven CWMU,Deer,Nonresident,CWMU,0,100,2,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1236,Engineer Springs CWMU,Deer,Nonresident,CWMU,0,100,1,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1236,Engineer Springs CWMU,Deer,Resident,CWMU,20,100,1,4,better odds than peer median; harvest success above peer median; permit count at or above peer median; not an obvious marquee hunt name,
DB1239,Fort Ranch CWMU,Deer,Nonresident,CWMU,0,100,1,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1239,Fort Ranch CWMU,Deer,Resident,CWMU,50.3,100,1,4,better odds than peer median; harvest success above peer median; permit count at or above peer median; not an obvious marquee hunt name,
DB1241,Golden Spike CWMU,Deer,Nonresident,CWMU,0,100,1,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1241,Golden Spike CWMU,Deer,Resident,CWMU,15.5,100,1,4,better odds than peer median; harvest success above peer median; permit count at or above peer median; not an obvious marquee hunt name,
DB1242,Grass Valley/Clark Canyon CWMU,Deer,Nonresident,CWMU,0,91.2,14,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1242,Grass Valley/Clark Canyon CWMU,Deer,Resident,CWMU,0,91.2,14,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1252,Ingham Peak CWMU,Deer,Nonresident,CWMU,0,100,3,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1253,Circle E Ranch CWMU,Deer,Nonresident,CWMU,0,100,1,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1253,Circle E Ranch CWMU,Deer,Resident,CWMU,21,100,1,4,better odds than peer median; harvest success above peer median; permit count at or above peer median; not an obvious marquee hunt name,
DB1263,Moon Ranch CWMU,Deer,Nonresident,CWMU,0,100,1,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1263,Moon Ranch CWMU,Deer,Resident,CWMU,14.4,100,1,4,better odds than peer median; harvest success above peer median; permit count at or above peer median; not an obvious marquee hunt name,
DB1264,Mountain Meadow CWMU,Deer,Nonresident,CWMU,0,100,1,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1264,Mountain Meadow CWMU,Deer,Resident,CWMU,32.2,100,1,4,better odds than peer median; harvest success above peer median; permit count at or above peer median; not an obvious marquee hunt name,
DB1269,North Promontory CWMU,Deer,Nonresident,CWMU,0,100,1,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1270,Nucor West CWMU,Deer,Nonresident,CWMU,0,100,1,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1270,Nucor West CWMU,Deer,Resident,CWMU,17.2,100,1,4,better odds than peer median; harvest success above peer median; permit count at or above peer median; not an obvious marquee hunt name,
DB1277,Pocatello Valley CWMU,Deer,Nonresident,CWMU,0,100,1,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1277,Pocatello Valley CWMU,Deer,Resident,CWMU,13.2,100,1,4,better odds than peer median; harvest success above peer median; permit count at or above peer median; not an obvious marquee hunt name,
DB1279,Preston Nutter Ranch CWMU,Deer,Nonresident,CWMU,0,100,1,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1281,Rattlesnake Pass CWMU,Deer,Nonresident,CWMU,0,100,2,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1281,Rattlesnake Pass CWMU,Deer,Resident,CWMU,0,100,2,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1282,Redd Ranches CWMU,Deer,Nonresident,CWMU,0,93.3,2,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1282,Redd Ranches CWMU,Deer,Resident,CWMU,0,93.3,2,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1287,Scofield Canyons CWMU,Deer,Nonresident,CWMU,0,100,1,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1287,Scofield Canyons CWMU,Deer,Resident,CWMU,16.4,100,1,4,better odds than peer median; harvest success above peer median; permit count at or above peer median; not an obvious marquee hunt name,
DB1288,Scofield West CWMU,Deer,Nonresident,CWMU,0,100,2,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1288,Scofield West CWMU,Deer,Resident,CWMU,0,100,2,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1290,Skull Crack CWMU,Deer,Nonresident,CWMU,0,100,1,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1292,Soldier Summit CWMU,Deer,Nonresident,CWMU,0,100,2,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1293,South Canyon CWMU,Deer,Nonresident,CWMU,0,100,1,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1293,South Canyon CWMU,Deer,Resident,CWMU,26.7,100,1,4,better odds than peer median; harvest success above peer median; permit count at or above peer median; not an obvious marquee hunt name,
DB1299,Summit Point CWMU,Deer,Nonresident,CWMU,0,95.7,3,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1299,Summit Point CWMU,Deer,Resident,CWMU,0,95.7,3,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1304,Two Bear CWMU,Deer,Nonresident,CWMU,0,100,1,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1304,Two Bear CWMU,Deer,Resident,CWMU,8.5,100,1,4,better odds than peer median; harvest success above peer median; permit count at or above peer median; not an obvious marquee hunt name,
DB1306,Washakie CWMU,Deer,Nonresident,CWMU,0,100,1,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1306,Washakie CWMU,Deer,Resident,CWMU,7.3,100,1,4,better odds than peer median; harvest success above peer median; permit count at or above peer median; not an obvious marquee hunt name,
DB1308,West Hills CWMU,Deer,Nonresident,CWMU,0,92.9,2,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1308,West Hills CWMU,Deer,Resident,CWMU,0,92.9,2,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1309,West Willow Creek Ranch CWMU,Deer,Nonresident,CWMU,0,95.7,5,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1312,Woodruff Creek South CWMU,Deer,Nonresident,CWMU,0,100,1,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1312,Woodruff Creek South CWMU,Deer,Resident,CWMU,14.4,100,1,4,better odds than peer median; harvest success above peer median; permit count at or above peer median; not an obvious marquee hunt name,
DB1323,Rock House CWMU,Deer,Nonresident,CWMU,0,100,1,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1323,Rock House CWMU,Deer,Resident,CWMU,75.7,100,1,4,better odds than peer median; harvest success above peer median; permit count at or above peer median; not an obvious marquee hunt name,
DB1330,Iron Spring CWMU,Deer,Nonresident,CWMU,0,100,1,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1330,Iron Spring CWMU,Deer,Resident,CWMU,16.8,100,1,4,better odds than peer median; harvest success above peer median; permit count at or above peer median; not an obvious marquee hunt name,
DB1334,Alton - Cactus Buck CWMU,Deer,Nonresident,CWMU,0,100,1,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1334,Alton - Cactus Buck CWMU,Deer,Resident,CWMU,37.5,100,1,4,better odds than peer median; harvest success above peer median; permit count at or above peer median; not an obvious marquee hunt name,
DB1335,Big Piney Ranch CWMU,Deer,Nonresident,CWMU,0,100,1,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1335,Big Piney Ranch CWMU,Deer,Resident,CWMU,13.5,100,1,4,better odds than peer median; harvest success above peer median; permit count at or above peer median; not an obvious marquee hunt name,
DB1342,Faust Valley CWMU,Deer,Nonresident,CWMU,0,100,1,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
DB1342,Faust Valley CWMU,Deer,Resident,CWMU,7.6,100,1,4,better odds than peer median; harvest success above peer median; permit count at or above peer median; not an obvious marquee hunt name,
EA1013,"Manti, Central",Elk,Nonresident,Antlerless,80.1,49.2,70,4,better odds than peer median; harvest success above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1015,"Manti, Ferron Canyon",Elk,Nonresident,Antlerless,100,45.6,70,4,better odds than peer median; harvest success above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1017,"Manti, Gordon Creek-Price Canyon",Elk,Nonresident,Antlerless,87.5,33.3,100,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1017,"Manti, Gordon Creek-Price Canyon",Elk,Resident,Antlerless,74.1,33.3,100,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1020,"Manti, Mohrland-Stump Flat",Elk,Resident,Antlerless,100,37.2,120,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1021,Nebo,Elk,Nonresident,Antlerless,100,44.5,280,5,better odds than peer median; harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1021,Nebo,Elk,Resident,Antlerless,100,44.5,280,5,better odds than peer median; harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1022,"Manti, North",Elk,Nonresident,Antlerless,100,34.9,300,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1022,"Manti, North",Elk,Resident,Antlerless,100,34.9,300,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1023,"Manti, South",Elk,Nonresident,Antlerless,76.6,35.5,100,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1024,"Manti, South",Elk,Nonresident,Antlerless,0,62.8,100,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1024,"Manti, South",Elk,Resident,Antlerless,2.9,62.8,100,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1025,"Manti, West",Elk,Nonresident,Antlerless,100,38.5,120,5,better odds than peer median; harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1025,"Manti, West",Elk,Resident,Antlerless,100,38.5,120,5,better odds than peer median; harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1026,Chalk Creek,Elk,Nonresident,Antlerless,100,17.5,350,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1026,Chalk Creek,Elk,Resident,Antlerless,100,17.5,350,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1033,Kamas,Elk,Nonresident,Antlerless,83.8,12.1,100,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1033,Kamas,Elk,Resident,Antlerless,100,12.1,100,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1035,"Kamas, Oakley",Elk,Nonresident,Antlerless,100,7,100,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1035,"Kamas, Oakley",Elk,Resident,Antlerless,96.8,7,100,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1038,"La Sal, La Sal Mtns",Elk,Resident,Antlerless,100,28.9,200,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1039,"La Sal, La Sal Mtns",Elk,Resident,Antlerless,100,35.2,150,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1044,"Morgan-South Rich, South Rich",Elk,Nonresident,Antlerless,100,50,35,4,better odds than peer median; harvest success above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1044,"Morgan-South Rich, South Rich",Elk,Resident,Antlerless,93.8,50,35,4,better odds than peer median; harvest success above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1049,"Mt Dutton, Deep Creek",Elk,Nonresident,Antlerless,100,38.1,75,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1049,"Mt Dutton, Deep Creek",Elk,Resident,Antlerless,100,38.1,75,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1054,"Nine Mile, West Anthro",Elk,Nonresident,Antlerless,69.1,71.1,100,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1054,"Nine Mile, West Anthro",Elk,Resident,Antlerless,100,71.1,100,4,better odds than peer median; harvest success above peer median; permit count at or above peer median; not an obvious marquee hunt name,
EA1063,Ogden,Elk,Resident,Antlerless,100,8.1,100,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1064,Ogden,Elk,Resident,Antlerless,100,3.6,75,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1078,Fishlake/Thousand Lakes,Elk,Nonresident,Antlerless,100,36.8,270,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1078,Fishlake/Thousand Lakes,Elk,Resident,Antlerless,74.1,36.8,270,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1081,San Juan,Elk,Nonresident,Antlerless,0,39.1,125,4,harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1081,San Juan,Elk,Resident,Antlerless,100,39.1,125,5,better odds than peer median; harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1082,San Juan,Elk,Nonresident,Antlerless,100,51.4,125,5,better odds than peer median; harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1082,San Juan,Elk,Resident,Antlerless,100,51.4,125,5,better odds than peer median; harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1085,Vernal/Bonanza,Elk,Nonresident,Antlerless,100,13.2,100,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1085,Vernal/Bonanza,Elk,Resident,Antlerless,100,13.2,100,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1087,Bonanza/Vernal,Elk,Resident,Antlerless,87.5,28.9,100,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1094,"Vernal, Mosby Mtn",Elk,Nonresident,Antlerless,100,47.1,100,5,better odds than peer median; harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1094,"Vernal, Mosby Mtn",Elk,Resident,Antlerless,100,47.1,100,5,better odds than peer median; harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1106,"Wasatch Mtns, Avintaquin",Elk,Nonresident,Antlerless,100,22,200,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1106,"Wasatch Mtns, Avintaquin",Elk,Resident,Antlerless,100,22,200,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1117,Zion,Elk,Nonresident,Antlerless,100,15.9,220,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1117,Zion,Elk,Resident,Antlerless,100,15.9,220,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1118,Alton CWMU,Elk,Resident,CWMU,27.4,20,6,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1119,Bar J Ranch CWMU,Elk,Resident,CWMU,15.7,75,12,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1120,Bear Mountain CWMU,Elk,Resident,CWMU,99.9,47.4,20,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1121,Boobe Hole CWMU,Elk,Resident,CWMU,13.3,70,10,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1124,Chimney Rock CWMU,Elk,Resident,CWMU,31.4,93.3,12,5,better odds than peer median; harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1125,Coldwater Ranch CWMU,Elk,Resident,CWMU,18.4,100,25,5,better odds than peer median; harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1129,Deseret CWMU,Elk,Resident,CWMU,100,57.2,425,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1130,Double Cone CWMU,Elk,Resident,CWMU,13.5,66.7,7,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1131,Durst Mountain CWMU,Elk,Resident,CWMU,19.8,72.7,30,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1132,East Fork Chalk Creek CWMU,Elk,Resident,CWMU,80.6,26.2,30,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1134,Ensign Ranches CWMU,Elk,Resident,CWMU,94.3,65.5,60,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1135,Folley Ridge CWMU,Elk,Resident,CWMU,30.5,63.2,20,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1136,Grass Valley/Clark Canyon CWMU,Elk,Resident,CWMU,62.5,46.3,50,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1137,Grazing Pasture CWMU,Elk,Resident,CWMU,10.7,86.7,9,4,better odds than peer median; harvest success above peer median; permit count at or above peer median; not an obvious marquee hunt name,
EA1138,Guildersleeve CWMU,Elk,Resident,CWMU,99.9,60,20,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1139,Hardscrabble CWMU,Elk,Resident,CWMU,50.7,22.2,10,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1140,Heaston East CWMU,Elk,Resident,CWMU,16.5,100,24,5,better odds than peer median; harvest success above peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
EA1141,Hiawatha CWMU,Elk,Resident,CWMU,46.3,58.3,12,4,better odds than peer median; permit count at or above peer median; point creep not worse than peer median; not an obvious marquee hunt name,
